,gain,cumulative_cost
"SLC30A1,CD96,SLC30A1,LILRB3,P2RY13,CD96,P2RY13,LILRB3",0.0,8.015503875968992
"SEMA4A,CD38,SEMA4A,CD33,LILRB2,CD38,LILRB2,CD33",0.0,8.015503875968992
"SLC6A6,LILRB4,SLC6A6,CD70,TNFRSF1B,LILRB4,TNFRSF1B,CD70",0.0,8.015503875968992
"ITGAX,CR1,ITGAX,CD33,DAGLB,CR1,DAGLB,CD33",0.0,8.015503875968992
"SLC6A6,LILRB4,SLC6A6,CCR1,TNFRSF1B,LILRB4,TNFRSF1B,CCR1",0.0,8.015503875968992
"ITGAX,P2RY13,ITGAX,LILRB2,CD38,P2RY13,CD38,LILRB2",0.0,8.015503875968992
"EMC10,CR1,EMC10,CD96,LILRA2,CR1,LILRA2,CD96",0.0,8.015503875968992
"EMC10,SEMA4A,EMC10,TLR2,CLEC12A,SEMA4A,CLEC12A,TLR2",0.0,8.015503875968992
"EMC10,P2RY13,EMC10,LILRB4,DAGLB,P2RY13,DAGLB,LILRB4",0.0,8.031007751937983
"TNFRSF1B,CR1,TNFRSF1B,CD38,EMR2,CR1,EMR2,CD38",0.0,8.031007751937985
"CD82,CD96,CD82,LILRA6,CD33,CD96,CD33,LILRA6",0.0,8.031007751937985
"EMC10,SEMA4A,EMC10,LILRB2,ITGAX,SEMA4A,ITGAX,LILRB2",0.0,8.031007751937985
"LTB4R,CD38,LTB4R,CLEC12A,LILRA2,CD38,LILRA2,CLEC12A",0.0,8.031007751937985
"EMC10,CR1,EMC10,CD96,EMB,CR1,EMB,CD96",0.0,8.031007751937985
"CD82,SEMA4A,CD82,LILRB2,CR1,SEMA4A,CR1,LILRB2",0.0,8.031007751937985
"EMC10,SEMA4A,EMC10,LILRB3,CLEC12A,SEMA4A,CLEC12A,LILRB3",0.0,8.031007751937985
"EMC10,LTB4R,EMC10,FUT3,EMR2,LTB4R,EMR2,FUT3",0.0,8.031007751937985
"TNFRSF1B,LILRB4,TNFRSF1B,FOLR2,P2RY13,LILRB4,P2RY13,FOLR2",0.0,8.031007751937985
"SLC30A1,CD96,SLC30A1,LILRA2,LTB4R,CD96,LTB4R,LILRA2",0.0,8.031007751937985
"CD82,ITGAX,CD82,SEMA4A,EMB,ITGAX,EMB,SEMA4A",0.0,8.031007751937985
"SLC6A6,CD96,SLC6A6,CD33,EMB,CD96,EMB,CD33",0.0,8.031007751937985
"TNFRSF1B,ITGAX,TNFRSF1B,CD33,LILRA6,ITGAX,LILRA6,CD33",0.0,8.031007751937985
"EMC10,CD96,EMC10,CD38,EMR2,CD96,EMR2,CD38",0.0,8.031007751937985
"SLC6A6,ITGAX,SLC6A6,CCR1,LTB4R,ITGAX,LTB4R,CCR1",0.0,8.046511627906975
"LTB4R,CD38,LTB4R,CLEC12A,EMB,CD38,EMB,CLEC12A",0.0,8.046511627906975
"SLC6A6,ITGAX,SLC6A6,CD70,LTB4R,ITGAX,LTB4R,CD70",0.0,8.046511627906975
"SLC6A6,CR1,SLC6A6,LILRA2,SEMA4A,CR1,SEMA4A,LILRA2",0.0,8.046511627906975
"CD82,ITGAX,CD82,P2RY13,CD70,ITGAX,CD70,P2RY13",0.0,8.046511627906977
"ITGAX,CR1,ITGAX,FOLR2,SEMA4A,CR1,SEMA4A,FOLR2",0.0,8.046511627906977
"EMC10,CR1,EMC10,CD96,TLR2,CR1,TLR2,CD96",0.0,8.046511627906977
"CD82,ITGAX,CD82,P2RY13,CCR1,ITGAX,CCR1,P2RY13",0.0,8.046511627906977
"SLC6A6,CD96,SLC6A6,CD33,TLR2,CD96,TLR2,CD33",0.0,8.046511627906977
"ITGAX,FUT3,ITGAX,CD33,LILRA2,FUT3,LILRA2,CD33",0.0,8.046511627906977
"TNFRSF1B,ITGAX,TNFRSF1B,DAGLB,P2RY13,ITGAX,P2RY13,DAGLB",0.0,8.046511627906977
"CD82,LTB4R,CD82,P2RY13,LILRB2,LTB4R,LILRB2,P2RY13",0.0,8.046511627906977
"SLC6A6,ITGAX,SLC6A6,EMR2,TNFRSF1B,ITGAX,TNFRSF1B,EMR2",0.0,8.046511627906977
"SLC30A1,CD96,SLC30A1,CLEC12A,LILRA2,CD96,LILRA2,CLEC12A",0.0,8.046511627906977
"CD82,LILRB4,CD82,FUT3,CD70,LILRB4,CD70,FUT3",0.0,8.046511627906977
"CD82,LILRB4,CD82,FUT3,CCR1,LILRB4,CCR1,FUT3",0.0,8.046511627906977
"SLC30A1,CD96,SLC30A1,CCR1,CR1,CD96,CR1,CCR1",0.0,8.046511627906977
"CD82,SEMA4A,CD82,TLR2,ITGAX,SEMA4A,ITGAX,TLR2",0.0,8.046511627906977
"SLC30A1,CD96,SLC30A1,CD70,CR1,CD96,CR1,CD70",0.0,8.046511627906977
"SEMA4A,CD38,SEMA4A,CD33,LILRA6,CD38,LILRA6,CD33",0.0,8.046511627906977
"ITGAX,P2RY13,ITGAX,LILRA6,CD38,P2RY13,CD38,LILRA6",0.0,8.046511627906977
"CD82,SEMA4A,CD82,LILRB3,ITGAX,SEMA4A,ITGAX,LILRB3",0.0,8.062015503875967
"CD82,SEMA4A,CD82,LILRA6,CR1,SEMA4A,CR1,LILRA6",0.0,8.062015503875967
"SLC6A6,CD96,SLC6A6,CD33,LILRB3,CD96,LILRB3,CD33",0.0,8.062015503875969
"CR1,LILRB4,CR1,IL3RA,FUT3,LILRB4,FUT3,IL3RA",0.0,8.062015503875969
"SLC6A6,CR1,SLC6A6,EMB,SEMA4A,CR1,SEMA4A,EMB",0.0,8.062015503875969
"EMC10,CR1,EMC10,CD96,LILRB3,CR1,LILRB3,CD96",0.0,8.062015503875969
"CR1,SEMA4A,CR1,IL3RA,CD33,SEMA4A,CD33,IL3RA",0.0,8.062015503875969
"CD82,P2RY13,CD82,LILRB2,CLEC12A,P2RY13,CLEC12A,LILRB2",0.0,8.062015503875969
"SLC30A1,LTB4R,SLC30A1,CD96,TLR2,LTB4R,TLR2,CD96",0.0,8.062015503875969
"SLC30A1,CD96,SLC30A1,CLEC12A,EMB,CD96,EMB,CLEC12A",0.0,8.062015503875969
"SLC6A6,CD96,SLC6A6,CLEC12A,DAGLB,CD96,DAGLB,CLEC12A",0.0,8.062015503875969
"ITGAX,CR1,ITGAX,IL3RA,P2RY13,CR1,P2RY13,IL3RA",0.0,8.062015503875969
"SLC6A6,LTB4R,SLC6A6,LILRA2,P2RY13,LTB4R,P2RY13,LILRA2",0.0,8.062015503875969
"ITGAX,LTB4R,ITGAX,P2RY13,FOLR2,LTB4R,FOLR2,P2RY13",0.0,8.062015503875969
"EMC10,SEMA4A,EMC10,LILRA6,ITGAX,SEMA4A,ITGAX,LILRA6",0.0,8.062015503875969
"SLC6A6,CR1,SLC6A6,SEMA4A,TLR2,CR1,TLR2,SEMA4A",0.0,8.07751937984496
"SLC6A6,CR1,SLC6A6,CD70,P2RY13,CR1,P2RY13,CD70",0.0,8.07751937984496
"SLC6A6,LTB4R,SLC6A6,EMB,P2RY13,LTB4R,P2RY13,EMB",0.0,8.07751937984496
"SLC6A6,CR1,SLC6A6,CCR1,P2RY13,CR1,P2RY13,CCR1",0.0,8.07751937984496
"CD82,ITGAX,CD82,FUT3,EMR2,ITGAX,EMR2,FUT3",0.0,8.077519379844961
"CD82,LTB4R,CD82,P2RY13,LILRA6,LTB4R,LILRA6,P2RY13",0.0,8.077519379844961
"ITGAX,CD96,ITGAX,CD38,DAGLB,CD96,DAGLB,CD38",0.0,8.077519379844961
"ITGAX,FUT3,ITGAX,CD33,TLR2,FUT3,TLR2,CD33",0.0,8.077519379844961
"SEMA4A,CD33,SEMA4A,CLEC12A,FOLR2,CD33,FOLR2,CLEC12A",0.0,8.077519379844961
"CD82,CD96,CD82,LILRA2,CD33,CD96,CD33,LILRA2",0.0,8.077519379844961
"SLC6A6,ITGAX,SLC6A6,DAGLB,LILRB4,ITGAX,LILRB4,DAGLB",0.0,8.077519379844961
"SLC30A1,CD96,SLC30A1,LILRB3,LTB4R,CD96,LTB4R,LILRB3",0.0,8.077519379844961
"SLC30A1,CD96,SLC30A1,CLEC12A,TLR2,CD96,TLR2,CLEC12A",0.0,8.077519379844961
"ITGAX,CD96,ITGAX,FUT3,IL3RA,CD96,IL3RA,FUT3",0.0,8.077519379844961
"TNFRSF1B,ITGAX,TNFRSF1B,CD33,LILRA2,ITGAX,LILRA2,CD33",0.0,8.077519379844961
"SLC30A1,P2RY13,SLC30A1,LILRB2,SEMA4A,P2RY13,SEMA4A,LILRB2",0.0,8.077519379844961
"ITGAX,LTB4R,ITGAX,LILRB2,CD38,LTB4R,CD38,LILRB2",0.0,8.077519379844961
"LTB4R,CD38,LTB4R,CLEC12A,LILRB3,CD38,LILRB3,CLEC12A",0.0,8.077519379844961
"CD82,P2RY13,CD82,LILRA6,CLEC12A,P2RY13,CLEC12A,LILRA6",0.0,8.093023255813952
"EMC10,LTB4R,EMC10,LILRB4,DAGLB,LTB4R,DAGLB,LILRB4",0.0,8.093023255813952
"SLC6A6,CR1,SLC6A6,LILRB3,SEMA4A,CR1,SEMA4A,LILRB3",0.0,8.093023255813952
"SLC6A6,LTB4R,SLC6A6,P2RY13,TLR2,LTB4R,TLR2,P2RY13",0.0,8.093023255813952
"ITGAX,CD38,ITGAX,CLEC12A,LILRB2,CD38,LILRB2,CLEC12A",0.0,8.093023255813952
"EMC10,CD96,EMC10,CD33,LILRB2,CD96,LILRB2,CD33",0.0,8.093023255813952
"P2RY13,CD33,P2RY13,CLEC12A,IL3RA,CD33,IL3RA,CLEC12A",0.0,8.093023255813954
"TNFRSF1B,CR1,TNFRSF1B,IL3RA,LILRB4,CR1,LILRB4,IL3RA",0.0,8.093023255813954
"ITGAX,P2RY13,ITGAX,LILRA2,CD38,P2RY13,CD38,LILRA2",0.0,8.093023255813954
"SEMA4A,CD38,SEMA4A,CD33,LILRA2,CD38,LILRA2,CD33",0.0,8.093023255813954
"TNFRSF1B,LILRB4,TNFRSF1B,FOLR2,LTB4R,LILRB4,LTB4R,FOLR2",0.0,8.093023255813954
"SLC6A6,CD96,SLC6A6,CCR1,FUT3,CD96,FUT3,CCR1",0.0,8.093023255813954
"SLC30A1,CD96,SLC30A1,CLEC12A,LILRB3,CD96,LILRB3,CLEC12A",0.0,8.093023255813954
"SLC6A6,CD96,SLC6A6,CD70,FUT3,CD96,FUT3,CD70",0.0,8.093023255813954
"TNFRSF1B,CR1,TNFRSF1B,CD33,LILRB2,CR1,LILRB2,CD33",0.0,8.093023255813954
"ITGAX,FUT3,ITGAX,CD33,LILRB3,FUT3,LILRB3,CD33",0.0,8.093023255813954
"EMC10,LILRB4,EMC10,IL3RA,CD96,LILRB4,CD96,IL3RA",0.0,8.093023255813954
"TNFRSF1B,P2RY13,TNFRSF1B,IL3RA,SEMA4A,P2RY13,SEMA4A,IL3RA",0.0,8.093023255813954
"CD82,SEMA4A,CD82,LILRA2,CR1,SEMA4A,CR1,LILRA2",0.0,8.108527131782944
"CR1,P2RY13,CR1,LILRB2,CD38,P2RY13,CD38,LILRB2",0.0,8.108527131782944
"SLC6A6,P2RY13,SLC6A6,CLEC12A,TLR2,P2RY13,TLR2,CLEC12A",0.0,8.108527131782944
"CD82,ITGAX,CD82,LTB4R,CCR1,ITGAX,CCR1,LTB4R",0.0,8.108527131782946
"SLC6A6,LTB4R,SLC6A6,LILRB3,P2RY13,LTB4R,P2RY13,LILRB3",0.0,8.108527131782946
"EMC10,SEMA4A,EMC10,LILRA2,ITGAX,SEMA4A,ITGAX,LILRA2",0.0,8.108527131782946
"TNFRSF1B,ITGAX,TNFRSF1B,CD33,TLR2,ITGAX,TLR2,CD33",0.0,8.108527131782946
"CD82,ITGAX,CD82,LTB4R,CD70,ITGAX,CD70,LTB4R",0.0,8.108527131782946
"SLC6A6,CR1,SLC6A6,EMR2,FUT3,CR1,FUT3,EMR2",0.0,8.108527131782946
"CR1,CD96,CR1,CD33,FOLR2,CD96,FOLR2,CD33",0.0,8.108527131782946
"P2RY13,CD96,P2RY13,FOLR2,FUT3,CD96,FUT3,FOLR2",0.0,8.108527131782946
"TNFRSF1B,CD96,TNFRSF1B,IL3RA,ITGAX,CD96,ITGAX,IL3RA",0.0,8.108527131782946
"ITGAX,LTB4R,ITGAX,LILRA6,CD38,LTB4R,CD38,LILRA6",0.0,8.108527131782946
"CR1,P2RY13,CR1,FUT3,DAGLB,P2RY13,DAGLB,FUT3",0.0,8.108527131782946
"SLC30A1,P2RY13,SLC30A1,LILRA6,SEMA4A,P2RY13,SEMA4A,LILRA6",0.0,8.108527131782946
"TNFRSF1B,ITGAX,TNFRSF1B,DAGLB,LTB4R,ITGAX,LTB4R,DAGLB",0.0,8.108527131782946
"SEMA4A,CD38,SEMA4A,CD33,EMB,CD38,EMB,CD33",0.0,8.108527131782946
"ITGAX,CD38,ITGAX,CLEC12A,LILRA6,CD38,LILRA6,CLEC12A",0.0,8.124031007751936
"EMC10,CD96,EMC10,CD33,LILRA6,CD96,LILRA6,CD33",0.0,8.124031007751936
"CD82,SEMA4A,CD82,EMR2,CD38,SEMA4A,CD38,EMR2",0.0,8.124031007751936
"SLC6A6,ITGAX,SLC6A6,LILRB2,P2RY13,ITGAX,P2RY13,LILRB2",0.0,8.124031007751936
"P2RY13,CD38,P2RY13,CD33,CD70,CD38,CD70,CD33",0.0,8.124031007751936
"ITGAX,CR1,ITGAX,IL3RA,LTB4R,CR1,LTB4R,IL3RA",0.0,8.124031007751936
"CD82,ITGAX,CD82,CLEC12A,CCR1,ITGAX,CCR1,CLEC12A",0.0,8.124031007751938
"CD82,LTB4R,CD82,P2RY13,LILRA2,LTB4R,LILRA2,P2RY13",0.0,8.124031007751938
"EMC10,SEMA4A,EMC10,LILRB2,CR1,SEMA4A,CR1,LILRB2",0.0,8.124031007751938
"EMC10,ITGAX,EMC10,SEMA4A,EMB,ITGAX,EMB,SEMA4A",0.0,8.124031007751938
"SLC6A6,CD96,SLC6A6,CCR1,TNFRSF1B,CD96,TNFRSF1B,CCR1",0.0,8.124031007751938
"CD82,ITGAX,CD82,CLEC12A,CD70,ITGAX,CD70,CLEC12A",0.0,8.124031007751938
"SLC6A6,LILRB4,SLC6A6,IL3RA,SEMA4A,LILRB4,SEMA4A,IL3RA",0.0,8.124031007751938
"TNFRSF1B,ITGAX,TNFRSF1B,CD33,LILRB3,ITGAX,LILRB3,CD33",0.0,8.124031007751938
"TNFRSF1B,CR1,TNFRSF1B,CD33,LILRA6,CR1,LILRA6,CD33",0.0,8.124031007751938
"CD82,LTB4R,CD82,LILRB2,CLEC12A,LTB4R,CLEC12A,LILRB2",0.0,8.124031007751938
"SEMA4A,CD38,SEMA4A,CD33,TLR2,CD38,TLR2,CD33",0.0,8.124031007751938
"CD82,SEMA4A,CD82,EMB,CR1,SEMA4A,CR1,EMB",0.0,8.124031007751938
"SLC6A6,CD96,SLC6A6,CD70,TNFRSF1B,CD96,TNFRSF1B,CD70",0.0,8.124031007751938
"SEMA4A,CD96,SEMA4A,CD38,IL3RA,CD96,IL3RA,CD38",0.0,8.124031007751938
"CD82,CD96,CD82,LILRB3,CD33,CD96,CD33,LILRB3",0.0,8.124031007751938
"ITGAX,CR1,ITGAX,CLEC12A,IL3RA,CR1,IL3RA,CLEC12A",0.0,8.139534883720929
"SLC6A6,CR1,SLC6A6,CCR1,LTB4R,CR1,LTB4R,CCR1",0.0,8.139534883720929
"CD82,CR1,CD82,P2RY13,CCR1,CR1,CCR1,P2RY13",0.0,8.139534883720929
"CD82,CR1,CD82,P2RY13,CD70,CR1,CD70,P2RY13",0.0,8.139534883720929
"CD82,ITGAX,CD82,LILRB4,DAGLB,ITGAX,DAGLB,LILRB4",0.0,8.139534883720929
"SLC6A6,CR1,SLC6A6,CD70,LTB4R,CR1,LTB4R,CD70",0.0,8.139534883720929
"CR1,P2RY13,CR1,LILRA6,CD38,P2RY13,CD38,LILRA6",0.0,8.139534883720929
"EMC10,LTB4R,EMC10,P2RY13,LILRB2,LTB4R,LILRB2,P2RY13",0.0,8.139534883720929
"CD82,P2RY13,CD82,LILRA2,CLEC12A,P2RY13,CLEC12A,LILRA2",0.0,8.139534883720929
"CD82,LTB4R,CD82,P2RY13,EMB,LTB4R,EMB,P2RY13",0.0,8.13953488372093
"SEMA4A,CD38,SEMA4A,CD33,LILRB3,CD38,LILRB3,CD33",0.0,8.13953488372093
"TNFRSF1B,CR1,TNFRSF1B,DAGLB,P2RY13,CR1,P2RY13,DAGLB",0.0,8.13953488372093
"EMC10,LILRB4,EMC10,FUT3,CCR1,LILRB4,CCR1,FUT3",0.0,8.13953488372093
"SLC30A1,LTB4R,SLC30A1,LILRB2,SEMA4A,LTB4R,SEMA4A,LILRB2",0.0,8.13953488372093
"EMC10,SEMA4A,EMC10,TLR2,ITGAX,SEMA4A,ITGAX,TLR2",0.0,8.13953488372093
"EMC10,ITGAX,EMC10,P2RY13,CCR1,ITGAX,CCR1,P2RY13",0.0,8.13953488372093
"ITGAX,P2RY13,ITGAX,LILRB3,CD38,P2RY13,CD38,LILRB3",0.0,8.13953488372093
"TNFRSF1B,CD96,TNFRSF1B,FOLR2,P2RY13,CD96,P2RY13,FOLR2",0.0,8.13953488372093
"EMC10,ITGAX,EMC10,P2RY13,CD70,ITGAX,CD70,P2RY13",0.0,8.13953488372093
"SLC6A6,CR1,SLC6A6,EMR2,TNFRSF1B,CR1,TNFRSF1B,EMR2",0.0,8.13953488372093
"EMC10,LILRB4,EMC10,FUT3,CD70,LILRB4,CD70,FUT3",0.0,8.13953488372093
"CD82,SEMA4A,CD82,TLR2,CR1,SEMA4A,CR1,TLR2",0.0,8.13953488372093
"SEMA4A,FUT3,SEMA4A,CLEC12A,IL3RA,FUT3,IL3RA,CLEC12A",0.0,8.13953488372093
"EMC10,SEMA4A,EMC10,LILRB3,ITGAX,SEMA4A,ITGAX,LILRB3",0.0,8.155038759689921
"SLC6A6,ITGAX,SLC6A6,LILRA6,P2RY13,ITGAX,P2RY13,LILRA6",0.0,8.155038759689921
"CD82,SEMA4A,CD82,LILRB3,CR1,SEMA4A,CR1,LILRB3",0.0,8.155038759689921
"CD82,LTB4R,CD82,LILRA6,CLEC12A,LTB4R,CLEC12A,LILRA6",0.0,8.155038759689921
"EMC10,P2RY13,EMC10,LILRB2,CLEC12A,P2RY13,CLEC12A,LILRB2",0.0,8.155038759689921
"CD82,CD96,CD82,FUT3,CCR1,CD96,CCR1,FUT3",0.0,8.155038759689923
"ITGAX,LTB4R,ITGAX,LILRA2,CD38,LTB4R,CD38,LILRA2",0.0,8.155038759689923
"LTB4R,CD33,LTB4R,CLEC12A,IL3RA,CD33,IL3RA,CLEC12A",0.0,8.155038759689923
"TNFRSF1B,CD96,TNFRSF1B,CD38,LILRB2,CD96,LILRB2,CD38",0.0,8.155038759689923
"CD82,P2RY13,CD82,EMB,CLEC12A,P2RY13,CLEC12A,EMB",0.0,8.155038759689923
"CR1,LTB4R,CR1,P2RY13,FOLR2,LTB4R,FOLR2,P2RY13",0.0,8.155038759689923
"TNFRSF1B,LILRB4,TNFRSF1B,CD38,TLR2,LILRB4,TLR2,CD38",0.0,8.155038759689923
"CD82,CD96,CD82,FUT3,CD70,CD96,CD70,FUT3",0.0,8.155038759689923
"TNFRSF1B,LTB4R,TNFRSF1B,IL3RA,SEMA4A,LTB4R,SEMA4A,IL3RA",0.0,8.155038759689923
"SLC30A1,P2RY13,SLC30A1,LILRA2,SEMA4A,P2RY13,SEMA4A,LILRA2",0.0,8.155038759689923
"EMC10,SEMA4A,EMC10,LILRA6,CR1,SEMA4A,CR1,LILRA6",0.0,8.155038759689923
"SLC6A6,LTB4R,SLC6A6,CLEC12A,TLR2,LTB4R,TLR2,CLEC12A",0.0,8.170542635658913
"ITGAX,CD38,ITGAX,CLEC12A,LILRA2,CD38,LILRA2,CLEC12A",0.0,8.170542635658913
"EMC10,LTB4R,EMC10,P2RY13,LILRA6,LTB4R,LILRA6,P2RY13",0.0,8.170542635658913
"EMC10,CD96,EMC10,CD33,LILRA2,CD96,LILRA2,CD33",0.0,8.170542635658913
"CR1,LTB4R,CR1,LILRB2,CD38,LTB4R,CD38,LILRB2",0.0,8.170542635658913
"CD82,LTB4R,CD82,P2RY13,LILRB3,LTB4R,LILRB3,P2RY13",0.0,8.170542635658915
"LTB4R,CD96,LTB4R,FOLR2,FUT3,CD96,FUT3,FOLR2",0.0,8.170542635658915
"SLC6A6,CR1,SLC6A6,DAGLB,LILRB4,CR1,LILRB4,DAGLB",0.0,8.170542635658915
"EMC10,ITGAX,EMC10,FUT3,EMR2,ITGAX,EMR2,FUT3",0.0,8.170542635658915
"SLC30A1,P2RY13,SLC30A1,EMB,SEMA4A,P2RY13,SEMA4A,EMB",0.0,8.170542635658915
"TNFRSF1B,CR1,TNFRSF1B,CD33,LILRA2,CR1,LILRA2,CD33",0.0,8.170542635658915
"CR1,LTB4R,CR1,FUT3,DAGLB,LTB4R,DAGLB,FUT3",0.0,8.170542635658915
"CR1,CD96,CR1,CD38,DAGLB,CD96,DAGLB,CD38",0.0,8.170542635658915
"CR1,P2RY13,CR1,FOLR2,CLEC12A,P2RY13,CLEC12A,FOLR2",0.0,8.170542635658915
"SLC30A1,LTB4R,SLC30A1,LILRA6,SEMA4A,LTB4R,SEMA4A,LILRA6",0.0,8.170542635658915
"TNFRSF1B,FUT3,TNFRSF1B,CLEC12A,LILRB2,FUT3,LILRB2,CLEC12A",0.0,8.170542635658915
"SLC6A6,CD96,SLC6A6,FOLR2,LILRB4,CD96,LILRB4,FOLR2",0.0,8.170542635658915
"CR1,CD38,CR1,CLEC12A,LILRB2,CD38,LILRB2,CLEC12A",0.0,8.186046511627906
"CD82,P2RY13,CD82,LILRB3,CLEC12A,P2RY13,CLEC12A,LILRB3",0.0,8.186046511627906
"EMC10,CD96,EMC10,CD33,EMB,CD96,EMB,CD33",0.0,8.186046511627906
"CR1,P2RY13,CR1,LILRA2,CD38,P2RY13,CD38,LILRA2",0.0,8.186046511627906
"LTB4R,CD38,LTB4R,CD33,CD70,CD38,CD70,CD33",0.0,8.186046511627906
"SLC6A6,ITGAX,SLC6A6,LILRB2,LTB4R,ITGAX,LTB4R,LILRB2",0.0,8.186046511627906
"ITGAX,CD38,ITGAX,CLEC12A,EMB,CD38,EMB,CLEC12A",0.0,8.186046511627906
"SLC30A1,SEMA4A,SLC30A1,P2RY13,TLR2,SEMA4A,TLR2,P2RY13",0.0,8.186046511627906
"TNFRSF1B,CD96,TNFRSF1B,CD38,LILRA6,CD96,LILRA6,CD38",0.0,8.186046511627907
"CD82,SEMA4A,CD82,LILRB2,CD33,SEMA4A,CD33,LILRB2",0.0,8.186046511627907
"CD82,P2RY13,CD82,LILRB2,ITGAX,P2RY13,ITGAX,LILRB2",0.0,8.186046511627907
"TNFRSF1B,CR1,TNFRSF1B,CD33,EMB,CR1,EMB,CD33",0.0,8.186046511627907
"CD82,SEMA4A,CD82,LILRB4,IL3RA,SEMA4A,IL3RA,LILRB4",0.0,8.186046511627907
"EMC10,P2RY13,EMC10,LILRA6,CLEC12A,P2RY13,CLEC12A,LILRA6",0.0,8.186046511627907
"CR1,LTB4R,CR1,LILRA6,CD38,LTB4R,CD38,LILRA6",0.0,8.201550387596898
"CD82,CR1,CD82,LTB4R,CD70,CR1,CD70,LTB4R",0.0,8.201550387596898
"ITGAX,CD38,ITGAX,CLEC12A,TLR2,CD38,TLR2,CLEC12A",0.0,8.201550387596898
"SLC6A6,ITGAX,SLC6A6,LILRA2,P2RY13,ITGAX,P2RY13,LILRA2",0.0,8.201550387596898
"CR1,P2RY13,CR1,EMB,CD38,P2RY13,CD38,EMB",0.0,8.201550387596898
"CD82,LTB4R,CD82,LILRA2,CLEC12A,LTB4R,CLEC12A,LILRA2",0.0,8.201550387596898
"EMC10,CD96,EMC10,CD33,TLR2,CD96,TLR2,CD33",0.0,8.201550387596898
"SLC6A6,ITGAX,SLC6A6,CLEC12A,LILRB2,ITGAX,LILRB2,CLEC12A",0.0,8.201550387596898
"CD82,CR1,CD82,LTB4R,CCR1,CR1,CCR1,LTB4R",0.0,8.201550387596898
"TNFRSF1B,CR1,TNFRSF1B,CD33,TLR2,CR1,TLR2,CD33",0.0,8.2015503875969
"TNFRSF1B,CD96,TNFRSF1B,FOLR2,LTB4R,CD96,LTB4R,FOLR2",0.0,8.2015503875969
"ITGAX,LTB4R,ITGAX,LILRB3,CD38,LTB4R,CD38,LILRB3",0.0,8.2015503875969
"TNFRSF1B,P2RY13,TNFRSF1B,FUT3,TLR2,P2RY13,TLR2,FUT3",0.0,8.2015503875969
"EMC10,ITGAX,EMC10,LTB4R,CCR1,ITGAX,CCR1,LTB4R",0.0,8.2015503875969
"EMC10,ITGAX,EMC10,LTB4R,CD70,ITGAX,CD70,LTB4R",0.0,8.2015503875969
"TNFRSF1B,CR1,TNFRSF1B,DAGLB,LTB4R,CR1,LTB4R,DAGLB",0.0,8.2015503875969
"TNFRSF1B,CR1,TNFRSF1B,CD96,IL3RA,CR1,IL3RA,CD96",0.0,8.2015503875969
"EMC10,SEMA4A,EMC10,LILRA2,CR1,SEMA4A,CR1,LILRA2",0.0,8.2015503875969
"TNFRSF1B,FUT3,TNFRSF1B,CLEC12A,LILRA6,FUT3,LILRA6,CLEC12A",0.0,8.2015503875969
"SLC30A1,P2RY13,SLC30A1,LILRB3,SEMA4A,P2RY13,SEMA4A,LILRB3",0.0,8.2015503875969
"CD82,SEMA4A,CD82,LILRA6,CD33,SEMA4A,CD33,LILRA6",0.0,8.21705426356589
"SLC6A6,CR1,SLC6A6,LILRB2,P2RY13,CR1,P2RY13,LILRB2",0.0,8.21705426356589
"CD82,P2RY13,CD82,LILRA6,ITGAX,P2RY13,ITGAX,LILRA6",0.0,8.21705426356589
"EMC10,CD96,EMC10,CLEC12A,DAGLB,CD96,DAGLB,CLEC12A",0.0,8.21705426356589
"SLC6A6,ITGAX,SLC6A6,LILRA6,LTB4R,ITGAX,LTB4R,LILRA6",0.0,8.21705426356589
"ITGAX,CD38,ITGAX,CLEC12A,LILRB3,CD38,LILRB3,CLEC12A",0.0,8.21705426356589
"EMC10,CD96,EMC10,CD33,LILRB3,CD96,LILRB3,CD33",0.0,8.21705426356589
"CR1,CD38,CR1,CLEC12A,LILRA6,CD38,LILRA6,CLEC12A",0.0,8.21705426356589
"EMC10,LTB4R,EMC10,P2RY13,LILRA2,LTB4R,LILRA2,P2RY13",0.0,8.21705426356589
"EMC10,LTB4R,EMC10,LILRB2,CLEC12A,LTB4R,CLEC12A,LILRB2",0.0,8.21705426356589
"SLC6A6,ITGAX,SLC6A6,EMB,P2RY13,ITGAX,P2RY13,EMB",0.0,8.21705426356589
"LILRB4,FUT3,LILRB4,CD33,IL3RA,FUT3,IL3RA,CD33",0.0,8.217054263565892
"CD82,LTB4R,CD82,EMB,CLEC12A,LTB4R,CLEC12A,EMB",0.0,8.217054263565892
"TNFRSF1B,CR1,TNFRSF1B,CLEC12A,DAGLB,CR1,DAGLB,CLEC12A",0.0,8.217054263565892
"EMC10,CR1,EMC10,EMB,SEMA4A,CR1,SEMA4A,EMB",0.0,8.217054263565892
"SLC30A1,LTB4R,SLC30A1,LILRA2,SEMA4A,LTB4R,SEMA4A,LILRA2",0.0,8.217054263565892
"CD82,CR1,CD82,CLEC12A,CD70,CR1,CD70,CLEC12A",0.0,8.217054263565892
"TNFRSF1B,CD96,TNFRSF1B,CLEC12A,FOLR2,CD96,FOLR2,CLEC12A",0.0,8.217054263565892
"CD82,CR1,CD82,CLEC12A,CCR1,CR1,CCR1,CLEC12A",0.0,8.217054263565892
"TNFRSF1B,CR1,TNFRSF1B,CD33,LILRB3,CR1,LILRB3,CD33",0.0,8.217054263565892
