,gain,cumulative_cost
"TNFRSF1B,CR1,TNFRSF1B,FUT3,ITGAX,CR1,ITGAX,FUT3",0.0,4.868217054263566
"EMC10,LTB4R,EMC10,P2RY13,CD33,LTB4R,CD33,P2RY13",0.0,4.868217054263566
"SLC30A1,LTB4R,SLC30A1,CD33,SEMA4A,LTB4R,SEMA4A,CD33",0.0,4.868217054263566
"SLC30A1,CD96,SLC30A1,CD38,LILRB4,CD96,LILRB4,CD38",0.0,4.868217054263566
"CD82,CR1,CD82,FUT3,CD96,CR1,CD96,FUT3",0.0,4.868217054263566
"CR1,SEMA4A,CR1,FUT3,CD38,SEMA4A,CD38,FUT3",0.0,4.883720930232558
"SLC6A6,LILRB4,SLC6A6,CD33,TNFRSF1B,LILRB4,TNFRSF1B,CD33",0.0,4.883720930232558
"TNFRSF1B,FUT3,TNFRSF1B,CD33,LTB4R,FUT3,LTB4R,CD33",0.0,4.883720930232558
"LTB4R,CD38,LTB4R,FUT3,P2RY13,CD38,P2RY13,FUT3",0.0,4.89922480620155
"CR1,CD38,CR1,CD33,LTB4R,CD38,LTB4R,CD33",0.0,4.89922480620155
"SLC6A6,ITGAX,SLC6A6,FUT3,SEMA4A,ITGAX,SEMA4A,FUT3",0.0,4.89922480620155
"TNFRSF1B,CD33,TNFRSF1B,CLEC12A,FUT3,CD33,FUT3,CLEC12A",0.0,4.89922480620155
"SLC30A1,LTB4R,SLC30A1,LILRB4,TNFRSF1B,LTB4R,TNFRSF1B,LILRB4",0.0,4.89922480620155
"SLC6A6,LILRB4,SLC6A6,CD38,P2RY13,LILRB4,P2RY13,CD38",0.0,4.89922480620155
"EMC10,SEMA4A,EMC10,LTB4R,FUT3,SEMA4A,FUT3,LTB4R",0.0,4.9147286821705425
"EMC10,CD96,EMC10,CD38,SEMA4A,CD96,SEMA4A,CD38",0.0,4.9147286821705425
"P2RY13,CD38,P2RY13,CLEC12A,FUT3,CD38,FUT3,CLEC12A",0.0,4.9147286821705425
"EMC10,ITGAX,EMC10,LTB4R,CR1,ITGAX,CR1,LTB4R",0.0,4.9147286821705425
"SLC30A1,CD96,SLC30A1,CD33,CR1,CD96,CR1,CD33",0.0,4.9147286821705425
"CR1,CD38,CR1,CD33,CLEC12A,CD38,CLEC12A,CD33",0.0,4.9147286821705425
"SLC30A1,LILRB4,SLC30A1,CLEC12A,TNFRSF1B,LILRB4,TNFRSF1B,CLEC12A",0.0,4.9147286821705425
"TNFRSF1B,CR1,TNFRSF1B,CD38,SEMA4A,CR1,SEMA4A,CD38",0.0,4.9147286821705425
"CD82,LILRB4,CD82,FUT3,CD33,LILRB4,CD33,FUT3",0.0,4.9147286821705425
"CD82,ITGAX,CD82,P2RY13,CD33,ITGAX,CD33,P2RY13",0.0,4.9147286821705425
"SLC6A6,ITGAX,SLC6A6,CD33,LTB4R,ITGAX,LTB4R,CD33",0.0,4.9147286821705425
"SLC30A1,CD96,SLC30A1,FUT3,P2RY13,CD96,P2RY13,FUT3",0.0,4.9147286821705425
"SLC6A6,ITGAX,SLC6A6,SEMA4A,TNFRSF1B,ITGAX,TNFRSF1B,SEMA4A",0.0,4.930232558139535
"SLC6A6,CD33,SLC6A6,CLEC12A,ITGAX,CD33,ITGAX,CLEC12A",0.0,4.930232558139535
"TNFRSF1B,LTB4R,TNFRSF1B,CD38,P2RY13,LTB4R,P2RY13,CD38",0.0,4.930232558139535
"EMC10,CR1,EMC10,CLEC12A,ITGAX,CR1,ITGAX,CLEC12A",0.0,4.930232558139535
"EMC10,SEMA4A,EMC10,FUT3,CLEC12A,SEMA4A,CLEC12A,FUT3",0.0,4.930232558139536
"SLC30A1,P2RY13,SLC30A1,CD96,TNFRSF1B,P2RY13,TNFRSF1B,CD96",0.0,4.945736434108527
"SLC6A6,CR1,SLC6A6,CD33,P2RY13,CR1,P2RY13,CD33",0.0,4.945736434108527
"ITGAX,CD96,ITGAX,EMR2,LILRB4,CD96,LILRB4,EMR2",0.0,4.945736434108527
"EMC10,CR1,EMC10,CD96,FUT3,CR1,FUT3,CD96",0.0,4.961240310077518
"SLC6A6,CD96,SLC6A6,CD33,FUT3,CD96,FUT3,CD33",0.0,4.961240310077518
"CD82,P2RY13,CD82,LILRB4,CD38,P2RY13,CD38,LILRB4",0.0,4.961240310077519
"CD82,ITGAX,CD82,SEMA4A,FUT3,ITGAX,FUT3,SEMA4A",0.0,4.961240310077519
"SLC6A6,LILRB4,SLC6A6,CD38,LTB4R,LILRB4,LTB4R,CD38",0.0,4.961240310077519
"LTB4R,CD38,LTB4R,CLEC12A,FUT3,CD38,FUT3,CLEC12A",0.0,4.976744186046512
"CD82,ITGAX,CD82,LTB4R,CD33,ITGAX,CD33,LTB4R",0.0,4.976744186046512
"SLC30A1,CD96,SLC30A1,FUT3,LTB4R,CD96,LTB4R,FUT3",0.0,4.976744186046512
"EMC10,SEMA4A,EMC10,LILRB4,CD82,SEMA4A,CD82,LILRB4",0.0,4.976744186046512
"SLC30A1,CD96,SLC30A1,LILRB4,SLC6A6,CD96,SLC6A6,LILRB4",0.0,4.976744186046512
"CD82,ITGAX,CD82,CLEC12A,CD33,ITGAX,CD33,CLEC12A",0.0,4.992248062015504
"SLC30A1,CD96,SLC30A1,CLEC12A,FUT3,CD96,FUT3,CLEC12A",0.0,4.992248062015504
"SLC6A6,CR1,SLC6A6,FUT3,SEMA4A,CR1,SEMA4A,FUT3",0.0,4.992248062015504
"SLC6A6,CD96,SLC6A6,CD33,TNFRSF1B,CD96,TNFRSF1B,CD33",0.0,4.992248062015504
"EMC10,CR1,EMC10,CD96,TNFRSF1B,CR1,TNFRSF1B,CD96",0.0,4.992248062015504
"CD82,CR1,CD82,P2RY13,CD33,CR1,CD33,P2RY13",0.0,5.007751937984496
"SLC30A1,LTB4R,SLC30A1,CD96,TNFRSF1B,LTB4R,TNFRSF1B,CD96",0.0,5.007751937984496
"EMC10,LILRB4,EMC10,FUT3,CD33,LILRB4,CD33,FUT3",0.0,5.007751937984496
"SLC6A6,CD96,SLC6A6,CD38,P2RY13,CD96,P2RY13,CD38",0.0,5.007751937984496
"SLC6A6,LTB4R,SLC6A6,FUT3,P2RY13,LTB4R,P2RY13,FUT3",0.0,5.007751937984496
"SLC6A6,CR1,SLC6A6,CD33,LTB4R,CR1,LTB4R,CD33",0.0,5.007751937984496
"EMC10,ITGAX,EMC10,P2RY13,CD33,ITGAX,CD33,P2RY13",0.0,5.007751937984496
"SLC6A6,CR1,SLC6A6,SEMA4A,TNFRSF1B,CR1,TNFRSF1B,SEMA4A",0.0,5.023255813953488
"TNFRSF1B,FUT3,TNFRSF1B,CD33,ITGAX,FUT3,ITGAX,CD33",0.0,5.023255813953488
"CD82,CD96,CD82,FUT3,CD33,CD96,CD33,FUT3",0.0,5.023255813953488
"SLC6A6,CD33,SLC6A6,CLEC12A,CR1,CD33,CR1,CLEC12A",0.0,5.023255813953488
"CD82,LTB4R,CD82,LILRB4,CD38,LTB4R,CD38,LILRB4",0.0,5.023255813953488
"SLC30A1,CD96,SLC30A1,CLEC12A,TNFRSF1B,CD96,TNFRSF1B,CLEC12A",0.0,5.023255813953488
"ITGAX,CD38,ITGAX,CD33,CR1,CD38,CR1,CD33",0.0,5.038759689922481
"ITGAX,CD38,ITGAX,FUT3,P2RY13,CD38,P2RY13,FUT3",0.0,5.038759689922481
"SEMA4A,CD38,SEMA4A,CD33,FUT3,CD38,FUT3,CD33",0.0,5.038759689922481
"CD82,LILRB4,CD82,CLEC12A,CD38,LILRB4,CD38,CLEC12A",0.0,5.038759689922481
"SLC6A6,LTB4R,SLC6A6,P2RY13,TNFRSF1B,LTB4R,TNFRSF1B,P2RY13",0.0,5.038759689922481
"CD82,SEMA4A,CD82,FUT3,CR1,SEMA4A,CR1,FUT3",0.0,5.054263565891473
"EMC10,ITGAX,EMC10,SEMA4A,FUT3,ITGAX,FUT3,SEMA4A",0.0,5.054263565891473
"EMC10,P2RY13,EMC10,LILRB4,CD38,P2RY13,CD38,LILRB4",0.0,5.054263565891473
"SLC6A6,P2RY13,SLC6A6,CLEC12A,TNFRSF1B,P2RY13,TNFRSF1B,CLEC12A",0.0,5.054263565891473
"SLC30A1,LILRB4,SLC30A1,CD38,SEMA4A,LILRB4,SEMA4A,CD38",0.0,5.054263565891473
"TNFRSF1B,ITGAX,TNFRSF1B,CD38,P2RY13,ITGAX,P2RY13,CD38",0.0,5.069767441860465
"CD82,LTB4R,CD82,P2RY13,FUT3,LTB4R,FUT3,P2RY13",0.0,5.069767441860465
"CD82,P2RY13,CD82,CD96,CD38,P2RY13,CD38,CD96",0.0,5.069767441860465
"EMC10,ITGAX,EMC10,LTB4R,CD33,ITGAX,CD33,LTB4R",0.0,5.069767441860465
"SLC6A6,CD96,SLC6A6,CD38,LTB4R,CD96,LTB4R,CD38",0.0,5.069767441860465
"CD82,CR1,CD82,LTB4R,CD33,CR1,CD33,LTB4R",0.0,5.069767441860465
"CD82,P2RY13,CD82,FUT3,CLEC12A,P2RY13,CLEC12A,FUT3",0.0,5.0852713178294575
"CD82,CR1,CD82,CLEC12A,CD33,CR1,CD33,CLEC12A",0.0,5.0852713178294575
"SLC6A6,CD96,SLC6A6,CD38,CLEC12A,CD96,CLEC12A,CD38",0.0,5.0852713178294575
"EMC10,CR1,EMC10,CD33,P2RY13,CR1,P2RY13,CD33",0.0,5.100775193798449
"ITGAX,CD38,ITGAX,FUT3,LTB4R,CD38,LTB4R,FUT3",0.0,5.10077519379845
"SLC30A1,P2RY13,SLC30A1,FUT3,SEMA4A,P2RY13,SEMA4A,FUT3",0.0,5.10077519379845
"SLC6A6,ITGAX,SLC6A6,CD38,LILRB4,ITGAX,LILRB4,CD38",0.0,5.10077519379845
"EMC10,CD96,EMC10,CD33,FUT3,CD96,FUT3,CD33",0.0,5.116279069767441
"ITGAX,CD38,ITGAX,CLEC12A,FUT3,CD38,FUT3,CLEC12A",0.0,5.116279069767441
"TNFRSF1B,CR1,TNFRSF1B,CD33,FUT3,CR1,FUT3,CD33",0.0,5.116279069767441
"SLC30A1,LTB4R,SLC30A1,CD33,P2RY13,LTB4R,P2RY13,CD33",0.0,5.116279069767442
"SLC6A6,LTB4R,SLC6A6,CLEC12A,TNFRSF1B,LTB4R,TNFRSF1B,CLEC12A",0.0,5.116279069767442
"SEMA4A,CD96,SEMA4A,CLEC12A,EMR2,CD96,EMR2,CLEC12A",0.0,5.116279069767442
"EMC10,LTB4R,EMC10,LILRB4,CD38,LTB4R,CD38,LILRB4",0.0,5.116279069767442
"SLC30A1,CD96,SLC30A1,FUT3,ITGAX,CD96,ITGAX,FUT3",0.0,5.116279069767442
"ITGAX,SEMA4A,ITGAX,LILRB4,EMR2,SEMA4A,EMR2,LILRB4",0.0,5.1317829457364335
"TNFRSF1B,ITGAX,TNFRSF1B,CD38,LTB4R,ITGAX,LTB4R,CD38",0.0,5.131782945736434
"CD82,LTB4R,CD82,CD96,CD38,LTB4R,CD38,CD96",0.0,5.131782945736434
"SLC30A1,SEMA4A,SLC30A1,P2RY13,TNFRSF1B,SEMA4A,TNFRSF1B,P2RY13",0.0,5.131782945736434
"CR1,P2RY13,CR1,FUT3,CD38,P2RY13,CD38,FUT3",0.0,5.131782945736434
"SLC6A6,ITGAX,SLC6A6,FUT3,P2RY13,ITGAX,P2RY13,FUT3",0.0,5.147286821705426
"EMC10,CD96,EMC10,CD33,TNFRSF1B,CD96,TNFRSF1B,CD33",0.0,5.147286821705427
"CD82,CD96,CD82,CLEC12A,CD38,CD96,CD38,CLEC12A",0.0,5.147286821705427
"CD82,LTB4R,CD82,FUT3,CLEC12A,LTB4R,CLEC12A,FUT3",0.0,5.147286821705427
"SLC6A6,CR1,SLC6A6,CD33,ITGAX,CR1,ITGAX,CD33",0.0,5.147286821705427
"EMC10,SEMA4A,EMC10,FUT3,CR1,SEMA4A,CR1,FUT3",0.0,5.147286821705427
"SLC30A1,SEMA4A,SLC30A1,LILRB4,SLC6A6,SEMA4A,SLC6A6,LILRB4",0.0,5.162790697674417
"EMC10,CD96,EMC10,CD38,P2RY13,CD96,P2RY13,CD38",0.0,5.162790697674418
"TNFRSF1B,CR1,TNFRSF1B,CD38,P2RY13,CR1,P2RY13,CD38",0.0,5.162790697674418
"EMC10,CR1,EMC10,CD33,LTB4R,CR1,LTB4R,CD33",0.0,5.162790697674418
"CD82,ITGAX,CD82,LILRB4,CD38,ITGAX,CD38,LILRB4",0.0,5.162790697674419
"EMC10,LTB4R,EMC10,P2RY13,FUT3,LTB4R,FUT3,P2RY13",0.0,5.162790697674419
"SLC30A1,LTB4R,SLC30A1,FUT3,SEMA4A,LTB4R,SEMA4A,FUT3",0.0,5.162790697674419
"SLC30A1,CD96,SLC30A1,CD38,SEMA4A,CD96,SEMA4A,CD38",0.0,5.162790697674419
"TNFRSF1B,CD96,TNFRSF1B,CD38,FUT3,CD96,FUT3,CD38",0.0,5.17829457364341
"SLC6A6,LILRB4,SLC6A6,FUT3,TNFRSF1B,LILRB4,TNFRSF1B,FUT3",0.0,5.17829457364341
"EMC10,P2RY13,EMC10,FUT3,CLEC12A,P2RY13,CLEC12A,FUT3",0.0,5.17829457364341
"SLC6A6,SEMA4A,SLC6A6,CD33,TNFRSF1B,SEMA4A,TNFRSF1B,CD33",0.0,5.178294573643411
"SLC6A6,ITGAX,SLC6A6,P2RY13,TNFRSF1B,ITGAX,TNFRSF1B,P2RY13",0.0,5.178294573643411
"CR1,LTB4R,CR1,FUT3,CD38,LTB4R,CD38,FUT3",0.0,5.1937984496124034
"SLC30A1,SEMA4A,SLC30A1,LTB4R,TNFRSF1B,SEMA4A,TNFRSF1B,LTB4R",0.0,5.1937984496124034
"SLC6A6,CR1,SLC6A6,CD38,LILRB4,CR1,LILRB4,CD38",0.0,5.1937984496124034
"SLC6A6,P2RY13,SLC6A6,CD38,SEMA4A,P2RY13,SEMA4A,CD38",0.0,5.1937984496124034
"CD82,ITGAX,CD82,CR1,CD33,ITGAX,CD33,CR1",0.0,5.209302325581395
"SLC6A6,ITGAX,SLC6A6,FUT3,LTB4R,ITGAX,LTB4R,FUT3",0.0,5.209302325581395
"SLC6A6,CD96,SLC6A6,CD38,ITGAX,CD96,ITGAX,CD38",0.0,5.209302325581395
"CD82,ITGAX,CD82,P2RY13,FUT3,ITGAX,FUT3,P2RY13",0.0,5.209302325581396
"CD82,SEMA4A,CD82,FUT3,CD33,SEMA4A,CD33,FUT3",0.0,5.209302325581396
"CR1,CD38,CR1,CLEC12A,FUT3,CD38,FUT3,CLEC12A",0.0,5.209302325581396
"SLC30A1,SEMA4A,SLC30A1,CLEC12A,TNFRSF1B,SEMA4A,TNFRSF1B,CLEC12A",0.0,5.209302325581396
"EMC10,CD96,EMC10,CD38,LTB4R,CD96,LTB4R,CD38",0.0,5.224806201550387
"TNFRSF1B,CR1,TNFRSF1B,CD38,LTB4R,CR1,LTB4R,CD38",0.0,5.224806201550387
"CR1,SEMA4A,CR1,LILRB4,EMR2,SEMA4A,EMR2,LILRB4",0.0,5.224806201550387
"EMC10,P2RY13,EMC10,LILRB4,CD82,P2RY13,CD82,LILRB4",0.0,5.224806201550388
"ITGAX,CD96,ITGAX,EMR2,SEMA4A,CD96,SEMA4A,EMR2",0.0,5.2403100775193785
"EMC10,LTB4R,EMC10,FUT3,CLEC12A,LTB4R,CLEC12A,FUT3",0.0,5.240310077519379
"SLC6A6,CR1,SLC6A6,FUT3,P2RY13,CR1,P2RY13,FUT3",0.0,5.240310077519379
"EMC10,CD96,EMC10,CD38,CLEC12A,CD96,CLEC12A,CD38",0.0,5.240310077519379
"SLC6A6,ITGAX,SLC6A6,LTB4R,TNFRSF1B,ITGAX,TNFRSF1B,LTB4R",0.0,5.24031007751938
"EMC10,ITGAX,EMC10,LILRB4,CD38,ITGAX,CD38,LILRB4",0.0,5.255813953488372
"CD82,CR1,CD82,LILRB4,CD38,CR1,CD38,LILRB4",0.0,5.255813953488372
"CD82,SEMA4A,CD82,P2RY13,CD38,SEMA4A,CD38,P2RY13",0.0,5.255813953488372
"SLC6A6,ITGAX,SLC6A6,CLEC12A,TNFRSF1B,ITGAX,TNFRSF1B,CLEC12A",0.0,5.2558139534883725
"SLC6A6,LTB4R,SLC6A6,CD38,SEMA4A,LTB4R,SEMA4A,CD38",0.0,5.2558139534883725
"SLC30A1,SEMA4A,SLC30A1,CD96,SLC6A6,SEMA4A,SLC6A6,CD96",0.0,5.271317829457363
"CD82,ITGAX,CD82,CD96,CD38,ITGAX,CD38,CD96",0.0,5.271317829457365
"CD82,ITGAX,CD82,LTB4R,FUT3,ITGAX,FUT3,LTB4R",0.0,5.271317829457365
"SLC6A6,CR1,SLC6A6,P2RY13,TNFRSF1B,CR1,TNFRSF1B,P2RY13",0.0,5.271317829457365
"P2RY13,CD38,P2RY13,CD33,FUT3,CD38,FUT3,CD33",0.0,5.286821705426356
"SLC6A6,CD96,SLC6A6,FUT3,TNFRSF1B,CD96,TNFRSF1B,FUT3",0.0,5.286821705426356
"CD82,ITGAX,CD82,FUT3,CLEC12A,ITGAX,CLEC12A,FUT3",0.0,5.286821705426356
"EMC10,LTB4R,EMC10,LILRB4,CD82,LTB4R,CD82,LILRB4",0.0,5.286821705426357
"SLC30A1,LILRB4,SLC30A1,CD33,TNFRSF1B,LILRB4,TNFRSF1B,CD33",0.0,5.286821705426357
"EMC10,CR1,EMC10,CD33,ITGAX,CR1,ITGAX,CD33",0.0,5.3023255813953485
"CD82,P2RY13,CD82,FUT3,CR1,P2RY13,CR1,FUT3",0.0,5.3023255813953485
"SLC30A1,LILRB4,SLC30A1,CD38,P2RY13,LILRB4,P2RY13,CD38",0.0,5.3023255813953485
"SLC6A6,CD96,SLC6A6,CD38,CR1,CD96,CR1,CD38",0.0,5.3023255813953485
"SLC6A6,CR1,SLC6A6,FUT3,LTB4R,CR1,LTB4R,FUT3",0.0,5.3023255813953485
"EMC10,ITGAX,EMC10,P2RY13,FUT3,ITGAX,FUT3,P2RY13",0.0,5.302325581395349
"EMC10,SEMA4A,EMC10,FUT3,CD33,SEMA4A,CD33,FUT3",0.0,5.302325581395349
"CD82,SEMA4A,CD82,LTB4R,CD38,SEMA4A,CD38,LTB4R",0.0,5.317829457364341
"SLC6A6,CR1,SLC6A6,CLEC12A,FUT3,CR1,FUT3,CLEC12A",0.0,5.317829457364341
"ITGAX,CR1,ITGAX,CD38,FUT3,CR1,FUT3,CD38",0.0,5.333333333333332
"CR1,SEMA4A,CR1,EMR2,CD96,SEMA4A,CD96,EMR2",0.0,5.333333333333333
"CD82,SEMA4A,CD82,CLEC12A,CD38,SEMA4A,CD38,CLEC12A",0.0,5.333333333333333
"SLC6A6,CR1,SLC6A6,LTB4R,TNFRSF1B,CR1,TNFRSF1B,LTB4R",0.0,5.333333333333334
"EMC10,CD96,EMC10,CLEC12A,SLC6A6,CD96,SLC6A6,CLEC12A",0.0,5.348837209302324
"LTB4R,CD96,LTB4R,EMR2,P2RY13,CD96,P2RY13,EMR2",0.0,5.348837209302325
"EMC10,CR1,EMC10,CD38,LILRB4,CR1,LILRB4,CD38",0.0,5.348837209302325
"EMC10,SEMA4A,EMC10,P2RY13,CD38,SEMA4A,CD38,P2RY13",0.0,5.348837209302325
"LTB4R,CD38,LTB4R,CD33,FUT3,CD38,FUT3,CD33",0.0,5.348837209302325
"SLC6A6,CR1,SLC6A6,CLEC12A,TNFRSF1B,CR1,TNFRSF1B,CLEC12A",0.0,5.348837209302326
"CD82,CR1,CD82,CD96,CD38,CR1,CD38,CD96",0.0,5.364341085271317
"P2RY13,CD96,P2RY13,CLEC12A,EMR2,CD96,EMR2,CLEC12A",0.0,5.364341085271317
"TNFRSF1B,CR1,TNFRSF1B,CD38,ITGAX,CR1,ITGAX,CD38",0.0,5.364341085271318
"EMC10,CD96,EMC10,CD38,ITGAX,CD96,ITGAX,CD38",0.0,5.364341085271318
"SLC30A1,LILRB4,SLC30A1,CD38,LTB4R,LILRB4,LTB4R,CD38",0.0,5.364341085271318
"CD82,LTB4R,CD82,FUT3,CR1,LTB4R,CR1,FUT3",0.0,5.364341085271318
"SLC30A1,CD96,SLC30A1,CD33,FUT3,CD96,FUT3,CD33",0.0,5.364341085271318
"EMC10,ITGAX,EMC10,LTB4R,FUT3,ITGAX,FUT3,LTB4R",0.0,5.3643410852713185
"ITGAX,P2RY13,ITGAX,LILRB4,EMR2,P2RY13,EMR2,LILRB4",0.0,5.37984496124031
"CD82,CR1,CD82,FUT3,CLEC12A,CR1,CLEC12A,FUT3",0.0,5.37984496124031
"EMC10,ITGAX,EMC10,FUT3,CLEC12A,ITGAX,CLEC12A,FUT3",0.0,5.37984496124031
"EMC10,P2RY13,EMC10,FUT3,CR1,P2RY13,CR1,FUT3",0.0,5.395348837209301
"SLC6A6,ITGAX,SLC6A6,CD38,SEMA4A,ITGAX,SEMA4A,CD38",0.0,5.395348837209303
"SLC30A1,CD96,SLC30A1,CD33,TNFRSF1B,CD96,TNFRSF1B,CD33",0.0,5.395348837209303
"SLC30A1,P2RY13,SLC30A1,LILRB4,SLC6A6,P2RY13,SLC6A6,LILRB4",0.0,5.4108527131782935
"SLC30A1,CD96,SLC30A1,CD38,P2RY13,CD96,P2RY13,CD38",0.0,5.410852713178294
"EMC10,SEMA4A,EMC10,LTB4R,CD38,SEMA4A,CD38,LTB4R",0.0,5.410852713178294
"SLC30A1,LTB4R,SLC30A1,FUT3,P2RY13,LTB4R,P2RY13,FUT3",0.0,5.410852713178295
"LTB4R,CD96,LTB4R,CLEC12A,EMR2,CD96,EMR2,CLEC12A",0.0,5.426356589147286
"EMC10,ITGAX,EMC10,LILRB4,CD82,ITGAX,CD82,LILRB4",0.0,5.426356589147287
"SLC6A6,P2RY13,SLC6A6,CD33,TNFRSF1B,P2RY13,TNFRSF1B,CD33",0.0,5.426356589147288
"SLC6A6,CR1,SLC6A6,FUT3,ITGAX,CR1,ITGAX,FUT3",0.0,5.441860465116279
"ITGAX,LTB4R,ITGAX,LILRB4,EMR2,LTB4R,EMR2,LILRB4",0.0,5.441860465116279
"SLC30A1,LTB4R,SLC30A1,P2RY13,TNFRSF1B,LTB4R,TNFRSF1B,P2RY13",0.0,5.44186046511628
"EMC10,CD96,EMC10,CD38,CR1,CD96,CR1,CD38",0.0,5.45736434108527
"P2RY13,CD96,P2RY13,CD70,LILRB4,CD96,LILRB4,CD70",0.0,5.45736434108527
"EMC10,LTB4R,EMC10,FUT3,CR1,LTB4R,CR1,FUT3",0.0,5.45736434108527
"CD82,ITGAX,CD82,SEMA4A,CD38,ITGAX,CD38,SEMA4A",0.0,5.45736434108527
"P2RY13,CD96,P2RY13,CCR1,LILRB4,CD96,LILRB4,CCR1",0.0,5.45736434108527
"CD82,P2RY13,CD82,FUT3,CD33,P2RY13,CD33,FUT3",0.0,5.457364341085271
"SLC30A1,P2RY13,SLC30A1,CLEC12A,TNFRSF1B,P2RY13,TNFRSF1B,CLEC12A",0.0,5.457364341085272
"SLC30A1,LTB4R,SLC30A1,LILRB4,SLC6A6,LTB4R,SLC6A6,LILRB4",0.0,5.472868217054263
"CR1,P2RY13,CR1,LILRB4,EMR2,P2RY13,EMR2,LILRB4",0.0,5.472868217054263
"SLC6A6,SEMA4A,SLC6A6,FUT3,TNFRSF1B,SEMA4A,TNFRSF1B,FUT3",0.0,5.4728682170542635
"SLC30A1,CD96,SLC30A1,CD38,LTB4R,CD96,LTB4R,CD38",0.0,5.4728682170542635
"SLC6A6,CD33,SLC6A6,CLEC12A,FUT3,CD33,FUT3,CLEC12A",0.0,5.4728682170542635
"EMC10,CR1,EMC10,CLEC12A,FUT3,CR1,FUT3,CLEC12A",0.0,5.4728682170542635
"SLC6A6,ITGAX,SLC6A6,CR1,TNFRSF1B,ITGAX,TNFRSF1B,CR1",0.0,5.472868217054264
"ITGAX,CD96,ITGAX,EMR2,P2RY13,CD96,P2RY13,EMR2",0.0,5.488372093023255
"SEMA4A,CD96,SEMA4A,CD33,EMR2,CD96,EMR2,CD33",0.0,5.488372093023255
"ITGAX,CD38,ITGAX,CD33,FUT3,CD38,FUT3,CD33",0.0,5.488372093023256
"SLC30A1,CD96,SLC30A1,CD38,CLEC12A,CD96,CLEC12A,CD38",0.0,5.488372093023256
"CD96,LILRB4,CD96,FUT3,EMR2,LILRB4,EMR2,FUT3",0.0,5.488372093023256
"SLC30A1,LILRB4,SLC30A1,CLEC12A,SLC6A6,LILRB4,SLC6A6,CLEC12A",0.0,5.488372093023256
"SLC6A6,LTB4R,SLC6A6,CD33,TNFRSF1B,LTB4R,TNFRSF1B,CD33",0.0,5.488372093023257
"SLC6A6,CR1,SLC6A6,CD38,SEMA4A,CR1,SEMA4A,CD38",0.0,5.488372093023257
"CD82,ITGAX,CD82,FUT3,CR1,ITGAX,CR1,FUT3",0.0,5.503875968992247
"EMC10,CR1,EMC10,CLEC12A,TNFRSF1B,CR1,TNFRSF1B,CLEC12A",0.0,5.503875968992248
"SLC6A6,LTB4R,SLC6A6,CD38,P2RY13,LTB4R,P2RY13,CD38",0.0,5.503875968992248
"SLC6A6,CD33,SLC6A6,CLEC12A,TNFRSF1B,CD33,TNFRSF1B,CLEC12A",0.0,5.503875968992249
"SLC30A1,P2RY13,SLC30A1,CD96,SLC6A6,P2RY13,SLC6A6,CD96",0.0,5.5193798449612395
"LTB4R,CD96,LTB4R,CCR1,LILRB4,CD96,LILRB4,CCR1",0.0,5.5193798449612395
"LTB4R,CD96,LTB4R,CD70,LILRB4,CD96,LILRB4,CD70",0.0,5.5193798449612395
"EMC10,SEMA4A,EMC10,P2RY13,CD82,SEMA4A,CD82,P2RY13",0.0,5.51937984496124
"CD82,LTB4R,CD82,FUT3,CD33,LTB4R,CD33,FUT3",0.0,5.51937984496124
"TNFRSF1B,CD96,TNFRSF1B,EMR2,LILRB4,CD96,LILRB4,EMR2",0.0,5.519379844961241
"SLC30A1,LTB4R,SLC30A1,CLEC12A,TNFRSF1B,LTB4R,TNFRSF1B,CLEC12A",0.0,5.519379844961241
"SEMA4A,LTB4R,SEMA4A,EMR2,P2RY13,LTB4R,P2RY13,EMR2",0.0,5.534883720930232
"CR1,LTB4R,CR1,LILRB4,EMR2,LTB4R,EMR2,LILRB4",0.0,5.534883720930232
"CD82,CR1,CD82,SEMA4A,CD38,CR1,CD38,SEMA4A",0.0,5.550387596899224
"EMC10,P2RY13,EMC10,FUT3,CD33,P2RY13,CD33,FUT3",0.0,5.550387596899224
"ITGAX,CD96,ITGAX,EMR2,LTB4R,CD96,LTB4R,EMR2",0.0,5.550387596899224
"EMC10,ITGAX,EMC10,SEMA4A,CD38,ITGAX,CD38,SEMA4A",0.0,5.550387596899224
"EMC10,CR1,EMC10,CD96,SLC6A6,CR1,SLC6A6,CD96",0.0,5.565891472868216
"ITGAX,CD96,ITGAX,CLEC12A,EMR2,CD96,EMR2,CLEC12A",0.0,5.565891472868216
"CD82,LTB4R,CD82,P2RY13,CD38,LTB4R,CD38,P2RY13",0.0,5.565891472868217
"CD82,P2RY13,CD82,CLEC12A,CD38,P2RY13,CD38,CLEC12A",0.0,5.581395348837209
"CR1,P2RY13,CR1,EMR2,CD96,P2RY13,CD96,EMR2",0.0,5.581395348837209
"SLC30A1,LTB4R,SLC30A1,CD96,SLC6A6,LTB4R,SLC6A6,CD96",0.0,5.581395348837209
"SLC30A1,SEMA4A,SLC30A1,CD33,TNFRSF1B,SEMA4A,TNFRSF1B,CD33",0.0,5.581395348837209
"CR1,CD38,CR1,CD33,FUT3,CD38,FUT3,CD33",0.0,5.581395348837209
"SLC30A1,LILRB4,SLC30A1,FUT3,TNFRSF1B,LILRB4,TNFRSF1B,FUT3",0.0,5.581395348837209
